Time(sec) Thrust(N) Mass(kg) Altitude(m) Velocity(m/s) Acceleration(m/s^2) AtmosphericDensity(kg/m^3) Pressure(Pa) Temperature(K) CD(-) Fdrag(N) g(m/s^2) DynamicPressure(Pa) MachNumber(-) OrbitalAccelerationBalance(m/s^2) dMass(kg) Altitude(km)
274.9 981000 17187.4 936655 7538.67 49.6258 4.26598e-07 0.102546 838.472 0.0579171 -22.7281 7.44961 12.1221 12.9881 0.345981 28.7 936.655 
275 981000 17158.7 937409 7543.63 49.7228 4.25008e-07 0.102225 838.977 0.0578964 -22.6651 7.44807 12.0928 12.9927 0.356947 28.7 937.409 
275.1 981000 17130 938164 7548.6 49.8202 4.23418e-07 0.101905 839.483 0.0578755 -22.602 7.44653 12.0635 12.9974 0.367938 28.7 938.164 
275.2 981000 17101.3 938919 7553.58 49.9178 4.2183e-07 0.101584 839.989 0.0578546 -22.5388 7.445 12.0341 13.002 0.378954 28.7 938.919 
275.3 981000 17072.6 939674 7558.58 50.0158 4.20244e-07 0.101262 840.495 0.0578337 -22.4756 7.44346 12.0047 13.0067 0.389995 28.7 939.674 
275.4 981000 17043.9 940430 7563.58 50.1141 4.18658e-07 0.100941 841.001 0.0578128 -22.4123 7.44192 11.9752 13.0114 0.401061 28.7 940.43 
275.5 981000 17015.2 941187 7568.59 50.2127 4.17073e-07 0.10062 841.507 0.0577917 -22.3489 7.44038 11.9457 13.0161 0.412152 28.7 941.187 
275.6 981000 16986.5 941944 7573.61 50.3117 4.1549e-07 0.100298 842.014 0.0577707 -22.2855 7.43884 11.9162 13.0208 0.423269 28.7 941.944 
275.7 981000 16957.8 942702 7578.64 50.4109 4.13908e-07 0.0999761 842.52 0.0577496 -22.222 7.43731 11.8866 13.0256 0.43441 28.7 942.702 
275.8 981000 16929.1 943460 7583.68 50.5106 4.12327e-07 0.0996542 843.028 0.0577284 -22.1585 7.43577 11.8569 13.0303 0.445578 28.7 943.46 
275.9 981000 16900.4 944219 7588.73 50.6105 4.10747e-07 0.0993321 843.535 0.0577072 -22.0949 7.43422 11.8272 13.0351 0.456771 28.7 944.219 
276 981000 16871.7 944978 7593.79 50.7108 4.09169e-07 0.0990099 844.042 0.057686 -22.0312 7.43268 11.7975 13.0398 0.467989 28.7 944.978 
276.1 981000 16843 945737 7598.86 50.8114 4.07591e-07 0.0986876 844.55 0.0576647 -21.9675 7.43114 11.7677 13.0446 0.479234 28.7 945.737 
276.2 981000 16814.3 946497 7603.95 50.9124 4.06015e-07 0.0983651 845.058 0.0576434 -21.9037 7.4296 11.7379 13.0494 0.490504 28.7 946.497 
276.3 981000 16785.6 947258 7609.04 51.0137 4.0444e-07 0.0980424 845.566 0.057622 -21.8399 7.42806 11.708 13.0542 0.501801 28.7 947.258 
276.4 981000 16756.9 948019 7614.14 51.1153 4.02866e-07 0.0977196 846.075 0.0576006 -21.776 7.42651 11.6781 13.059 0.513123 28.7 948.019 
276.5 981000 16728.2 948781 7619.25 51.2173 4.01293e-07 0.0973966 846.584 0.0575791 -21.712 7.42497 11.6481 13.0639 0.524472 28.7 948.781 
276.6 981000 16699.5 949543 7624.37 51.3196 3.99722e-07 0.0970735 847.093 0.0575576 -21.648 7.42342 11.6181 13.0687 0.535847 28.7 949.543 
276.7 981000 16670.8 950306 7629.5 51.4223 3.98151e-07 0.0967503 847.602 0.0575361 -21.5839 7.42188 11.5881 13.0736 0.547248 28.7 950.306 
276.8 981000 16642.1 951069 7634.65 51.5253 3.96582e-07 0.0964269 848.111 0.0575145 -21.5197 7.42033 11.558 13.0785 0.558676 28.7 951.069 
276.9 981000 16613.4 951833 7639.8 51.6287 3.95014e-07 0.0961033 848.621 0.0574928 -21.4555 7.41879 11.5278 13.0834 0.570131 28.7 951.833 
277 981000 16584.7 952597 7644.96 51.7324 3.93447e-07 0.0957796 849.131 0.0574711 -21.3912 7.41724 11.4976 13.0883 0.581612 28.7 952.597 
277.1 981000 16556 953362 7650.13 51.8365 3.91881e-07 0.0954557 849.641 0.0574494 -21.3268 7.41569 11.4673 13.0932 0.59312 28.7 953.362 
277.2 981000 16527.3 954127 7655.32 51.941 3.90317e-07 0.0951317 850.151 0.0574276 -21.2624 7.41415 11.437 13.0982 0.604656 28.7 954.127 
277.3 981000 16498.6 954893 7660.51 52.0458 3.88753e-07 0.0948076 850.662 0.0574057 -21.1979 7.4126 11.4067 13.1031 0.616218 28.7 954.893 
277.4 981000 16469.9 955659 7665.72 52.1509 3.87191e-07 0.0944832 851.173 0.0573839 -21.1334 7.41105 11.3763 13.1081 0.627807 28.7 955.659 
277.5 981000 16441.2 956426 7670.93 52.2565 3.8563e-07 0.0941588 851.684 0.0573619 -21.0688 7.4095 11.3458 13.1131 0.639424 28.7 956.426 
277.6 981000 16412.5 957193 7676.16 52.3624 3.84069e-07 0.0938341 852.195 0.05734 -21.0041 7.40795 11.3153 13.1181 0.651068 28.7 957.193 
277.7 981000 16383.8 957961 7681.39 52.4686 3.82511e-07 0.0935094 852.707 0.0573179 -20.9393 7.4064 11.2848 13.1231 0.662739 28.7 957.961 
277.8 981000 16355.1 958730 7686.64 52.5752 3.80953e-07 0.0931844 853.219 0.0572959 -20.8745 7.40485 11.2542 13.1281 0.674439 28.7 958.73 
277.9 981000 16326.4 959499 7691.9 52.6822 3.79396e-07 0.0928594 853.731 0.0572738 -20.8096 7.40329 11.2235 13.1331 0.686166 28.7 959.499 
278 981000 16297.7 960268 7697.17 52.7896 3.7784e-07 0.0925341 854.243 0.0572516 -20.7447 7.40174 11.1928 13.1382 0.69792 28.7 960.268 
278.1 981000 16269 961038 7702.45 52.8973 3.76286e-07 0.0922087 854.755 0.0572294 -20.6796 7.40019 11.1621 13.1432 0.709703 28.7 961.038 
278.2 981000 16240.3 961808 7707.74 53.0055 3.74733e-07 0.0918832 855.268 0.0572072 -20.6146 7.39864 11.1313 13.1483 0.721514 28.7 961.808 
278.3 981000 16211.6 962579 7713.04 53.114 3.73181e-07 0.0915575 855.781 0.0571849 -20.5494 7.39708 11.1004 13.1534 0.733353 28.7 962.579 
278.4 981000 16182.9 963351 7718.35 53.2228 3.71629e-07 0.0912316 856.295 0.0571625 -20.4842 7.39553 11.0695 13.1585 0.74522 28.7 963.351 
278.5 981000 16154.2 964123 7723.67 53.3321 3.70079e-07 0.0909056 856.808 0.0571401 -20.4189 7.39397 11.0386 13.1637 0.757116 28.7 964.123 
278.6 981000 16125.5 964896 7729 53.4417 3.68531e-07 0.0905794 857.322 0.0571177 -20.3535 7.39242 11.0075 13.1688 0.76904 28.7 964.896 
278.7 981000 16096.8 965669 7734.35 53.5517 3.66983e-07 0.0902531 857.836 0.0570952 -20.2881 7.39086 10.9765 13.174 0.780993 28.7 965.669 
278.8 981000 16068.1 966443 7739.7 53.6622 3.65436e-07 0.0899266 858.35 0.0570727 -20.2226 7.3893 10.9454 13.1791 0.792974 28.7 966.443 
278.9 981000 16039.4 967217 7745.07 53.773 3.63891e-07 0.0896 858.865 0.0570501 -20.157 7.38774 10.9142 13.1843 0.804985 28.7 967.217 
279 981000 16010.7 967992 7750.45 53.8842 3.62346e-07 0.0892732 859.379 0.0570274 -20.0914 7.38619 10.883 13.1895 0.817024 28.7 967.992 
279.1 981000 15982 968767 7755.83 53.9958 3.60803e-07 0.0889462 859.894 0.0570048 -20.0257 7.38463 10.8517 13.1947 0.829093 28.7 968.767 
279.2 981000 15953.3 969543 7761.23 54.1077 3.59261e-07 0.0886191 860.41 0.056982 -19.9599 7.38307 10.8204 13.2 0.841191 28.7 969.543 
279.3 981000 15924.6 970319 7766.64 54.2201 3.5772e-07 0.0882918 860.925 0.0569593 -19.894 7.38151 10.789 13.2052 0.853318 28.7 970.319 
279.4 981000 15895.9 971096 7772.07 54.3329 3.5618e-07 0.0879644 861.441 0.0569364 -19.8281 7.37995 10.7575 13.2105 0.865475 28.7 971.096 
279.5 981000 15867.2 971874 7777.5 54.4461 3.54641e-07 0.0876368 861.957 0.0569136 -19.7621 7.37839 10.726 13.2158 0.877661 28.7 971.874 
279.6 981000 15838.5 972652 7782.94 54.5597 3.53103e-07 0.087309 862.473 0.0568907 -19.696 7.37682 10.6945 13.2211 0.889877 28.7 972.652 
279.7 981000 15809.8 973430 7788.4 54.6737 3.51566e-07 0.0869811 862.99 0.0568677 -19.6299 7.37526 10.6629 13.2264 0.902123 28.7 973.43 
279.8 981000 15781.1 974209 7793.87 54.7881 3.50031e-07 0.0866531 863.507 0.0568447 -19.5637 7.3737 10.6312 13.2317 0.914399 28.7 974.209 
279.9 981000 15752.4 974989 7799.35 54.9029 3.48496e-07 0.0863248 864.024 0.0568216 -19.4974 7.37213 10.5995 13.237 0.926705 28.7 974.989 
280 981000 15723.7 975769 7804.84 55.0182 3.46963e-07 0.0859964 864.541 0.0567985 -19.431 7.37057 10.5677 13.2424 0.939042 28.7 975.769 
280.1 981000 15695 976550 7810.34 55.1338 3.4543e-07 0.0856679 865.058 0.0567754 -19.3646 7.36901 10.5359 13.2478 0.951408 28.7 976.55 
280.2 981000 15666.3 977331 7815.85 55.2499 3.43899e-07 0.0853391 865.576 0.0567522 -19.2981 7.36744 10.504 13.2531 0.963806 28.7 977.331 
280.3 981000 15637.6 978113 7821.38 55.3664 3.42369e-07 0.0850103 866.094 0.0567289 -19.2315 7.36587 10.472 13.2585 0.976233 28.7 978.113 
280.4 981000 15608.9 978896 7826.91 55.4833 3.4084e-07 0.0846812 866.613 0.0567056 -19.1649 7.36431 10.44 13.264 0.988692 28.7 978.896 
280.5 981000 15580.2 979679 7832.46 55.6006 3.39312e-07 0.084352 867.131 0.0566823 -19.0981 7.36274 10.408 13.2694 1.00118 28.7 979.679 
280.6 981000 15551.5 980462 7838.02 55.7184 3.37785e-07 0.0840226 867.65 0.0566589 -19.0313 7.36117 10.3758 13.2748 1.0137 28.7 980.462 
280.7 981000 15522.8 981246 7843.59 55.8366 3.36259e-07 0.0836931 868.169 0.0566354 -18.9644 7.3596 10.3436 13.2803 1.02625 28.7 981.246 
280.8 981000 15494.1 982031 7849.18 55.9552 3.34734e-07 0.0833634 868.688 0.0566119 -18.8975 7.35804 10.3114 13.2858 1.03884 28.7 982.031 
280.9 981000 15465.4 982816 7854.77 56.0743 3.3321e-07 0.0830335 869.208 0.0565884 -18.8305 7.35647 10.2791 13.2913 1.05145 28.7 982.816 
281 981000 15436.7 983602 7860.38 56.1938 3.31687e-07 0.0827035 869.728 0.0565648 -18.7633 7.3549 10.2467 13.2968 1.0641 28.7 983.602 
281.1 981000 15408 984388 7866 56.3138 3.30165e-07 0.0823733 870.248 0.0565411 -18.6962 7.35332 10.2143 13.3023 1.07677 28.7 984.388 
281.2 981000 15379.3 985175 7871.63 56.4342 3.28645e-07 0.082043 870.768 0.0565174 -18.6289 7.35175 10.1818 13.3079 1.08948 28.7 985.175 
281.3 981000 15350.6 985962 7877.27 56.555 3.27125e-07 0.0817124 871.289 0.0564937 -18.5616 7.35018 10.1493 13.3134 1.10223 28.7 985.962 
281.4 981000 15321.9 986750 7882.93 56.6763 3.25607e-07 0.0813817 871.81 0.0564699 -18.4941 7.34861 10.1167 13.319 1.115 28.7 986.75 
281.5 981000 15293.2 987539 7888.6 56.798 3.24089e-07 0.0810509 872.331 0.0564461 -18.4266 7.34703 10.084 13.3246 1.1278 28.7 987.539 
281.6 981000 15264.5 988328 7894.28 56.9202 3.22573e-07 0.0807199 872.852 0.0564222 -18.3591 7.34546 10.0513 13.3302 1.14064 28.7 988.328 
281.7 981000 15235.8 989118 7899.97 57.0428 3.21057e-07 0.0803887 873.374 0.0563982 -18.2914 7.34389 10.0185 13.3358 1.15351 28.7 989.118 
281.8 981000 15207.1 989908 7905.67 57.1659 3.19543e-07 0.0800573 873.896 0.0563742 -18.2237 7.34231 9.98567 13.3415 1.16642 28.7 989.908 
281.9 981000 15178.4 990699 7911.39 57.2895 3.1803e-07 0.0797258 874.418 0.0563502 -18.1559 7.34073 9.95275 13.3471 1.17935 28.7 990.699 
282 981000 15149.7 991490 7917.12 57.4135 3.16517e-07 0.0793941 874.941 0.0563261 -18.088 7.33916 9.91978 13.3528 1.19232 28.7 991.49 
282.1 981000 15121 992282 7922.86 57.538 3.15006e-07 0.0790622 875.463 0.056302 -18.02 7.33758 9.88674 13.3585 1.20532 28.7 992.282 
282.2 981000 15092.3 993075 7928.61 57.6629 3.13496e-07 0.0787302 875.986 0.0562778 -17.952 7.336 9.85363 13.3642 1.21836 28.7 993.075 
282.3 981000 15063.6 993868 7934.38 57.7883 3.11987e-07 0.078398 876.51 0.0562535 -17.8838 7.33442 9.82047 13.3699 1.23143 28.7 993.868 
282.4 981000 15034.9 994662 7940.16 57.9142 3.10479e-07 0.0780656 877.033 0.0562292 -17.8156 7.33285 9.78724 13.3757 1.24453 28.7 994.662 
282.5 981000 15006.2 995456 7945.95 58.0406 3.08971e-07 0.0777331 877.557 0.0562049 -17.7473 7.33127 9.75394 13.3815 1.25767 28.7 995.456 
282.6 981000 14977.5 996251 7951.76 58.1675 3.07465e-07 0.0774003 878.081 0.0561805 -17.6789 7.32969 9.72058 13.3872 1.27084 28.7 996.251 
282.7 981000 14948.8 997046 7957.57 58.2948 3.0596e-07 0.0770674 878.606 0.0561561 -17.6105 7.3281 9.68715 13.393 1.28404 28.7 997.046 
282.8 981000 14920.1 997843 7963.4 58.4226 3.04456e-07 0.0767344 879.13 0.0561316 -17.5419 7.32652 9.65366 13.3988 1.29728 28.7 997.843 
282.9 981000 14891.4 998639 7969.24 58.5509 3.02953e-07 0.0764012 879.655 0.056107 -17.4733 7.32494 9.6201 13.4047 1.31055 28.7 998.639 
283 981000 14862.7 999436 7975.1 58.6797 3.01451e-07 0.0760677 880.18 0.0560824 -17.4046 7.32336 9.58648 13.4105 1.32386 28.7 999.436 
283.1 981000 14834 1.00023e+06 7980.97 58.809 2.9995e-07 0.0757342 880.706 0.0560578 -17.3358 7.32177 9.55278 13.4164 1.3372 28.7 1000.23 
283.2 981000 14805.3 1.00103e+06 7986.85 58.9388 2.9845e-07 0.0754004 881.231 0.0560331 -17.2669 7.32019 9.51903 13.4223 1.35057 28.7 1001.03 
283.3 981000 14776.6 1.00183e+06 7992.74 59.0691 2.96951e-07 0.0750665 881.757 0.0560083 -17.198 7.3186 9.4852 13.4282 1.36398 28.7 1001.83 
283.4 981000 14747.9 1.00263e+06 7998.65 59.1999 2.95453e-07 0.0747324 882.284 0.0559835 -17.1289 7.31702 9.45131 13.4341 1.37743 28.7 1002.63 
283.5 981000 14719.2 1.00343e+06 8004.57 59.3311 2.93956e-07 0.0743981 882.81 0.0559587 -17.0598 7.31543 9.41734 13.44 1.39091 28.7 1003.43 
283.6 981000 14690.5 1.00423e+06 8010.5 59.4629 2.9246e-07 0.0740637 883.337 0.0559338 -16.9906 7.31385 9.38331 13.446 1.40443 28.7 1004.23 
283.7 981000 14661.8 1.00503e+06 8016.45 59.5952 2.90965e-07 0.073729 883.864 0.0559088 -16.9213 7.31226 9.34921 13.4519 1.41798 28.7 1005.03 
283.8 981000 14633.1 1.00584e+06 8022.41 59.7281 2.89471e-07 0.0733942 884.392 0.0558838 -16.8519 7.31067 9.31504 13.4579 1.43157 28.7 1005.84 
283.9 981000 14604.4 1.00664e+06 8028.38 59.8614 2.87978e-07 0.0730593 884.919 0.0558588 -16.7824 7.30908 9.2808 13.4639 1.44519 28.7 1006.64 
284 981000 14575.7 1.00744e+06 8034.37 59.9953 2.86486e-07 0.0727241 885.447 0.0558337 -16.7129 7.30749 9.24649 13.4699 1.45885 28.7 1007.44 
284.1 981000 14547 1.00824e+06 8040.37 60.1296 2.84995e-07 0.0723888 885.975 0.0558085 -16.6432 7.3059 9.21211 13.476 1.47255 28.7 1008.24 
284.2 981000 14518.3 1.00905e+06 8046.38 60.2645 2.83505e-07 0.0720533 886.504 0.0557833 -16.5735 7.30431 9.17766 13.482 1.48628 28.7 1009.05 
284.3 981000 14489.6 1.00985e+06 8052.41 60.4 2.82016e-07 0.0717176 887.033 0.055758 -16.5037 7.30272 9.14314 13.4881 1.50005 28.7 1009.85 
284.4 981000 14460.9 1.01066e+06 8058.45 60.5359 2.80528e-07 0.0713817 887.562 0.0557327 -16.4338 7.30113 9.10854 13.4942 1.51385 28.7 1010.66 
284.5 981000 14432.2 1.01147e+06 8064.5 60.6724 2.79041e-07 0.0710457 888.091 0.0557073 -16.3638 7.29953 9.07388 13.5003 1.52769 28.7 1011.47 
284.6 981000 14403.5 1.01227e+06 8070.57 60.8095 2.77555e-07 0.0707094 888.621 0.0556819 -16.2937 7.29794 9.03914 13.5064 1.54157 28.7 1012.27 
284.7 981000 14374.8 1.01308e+06 8076.65 60.947 2.7607e-07 0.070373 889.15 0.0556564 -16.2235 7.29635 9.00433 13.5126 1.55549 28.7 1013.08 
284.8 981000 14346.1 1.01389e+06 8082.74 61.0852 2.74586e-07 0.0700365 889.681 0.0556309 -16.1533 7.29475 8.96944 13.5188 1.56944 28.7 1013.89 
284.9 981000 14317.4 1.0147e+06 8088.85 61.2238 2.73103e-07 0.0696997 890.211 0.0556053 -16.0829 7.29316 8.93448 13.5249 1.58343 28.7 1014.7 
285 981000 14288.7 1.01551e+06 8094.97 61.3631 2.7162e-07 0.0693628 890.742 0.0555797 -16.0124 7.29156 8.89945 13.5311 1.59746 28.7 1015.51 
285.1 981000 14260 1.01632e+06 8101.11 61.5028 2.70139e-07 0.0690256 891.273 0.055554 -15.9419 7.28996 8.86434 13.5374 1.61153 28.7 1016.32 
285.2 981000 14231.3 1.01713e+06 8107.26 61.6432 2.68659e-07 0.0686883 891.804 0.0555282 -15.8713 7.28836 8.82916 13.5436 1.62564 28.7 1017.13 
285.3 981000 14202.6 1.01794e+06 8113.42 61.7841 2.6718e-07 0.0683508 892.336 0.0555025 -15.8006 7.28677 8.7939 13.5499 1.63978 28.7 1017.94 
285.4 981000 14173.9 1.01875e+06 8119.6 61.9255 2.65701e-07 0.0680132 892.868 0.0554766 -15.7297 7.28517 8.75857 13.5561 1.65396 28.7 1018.75 
285.5 981000 14145.2 1.01956e+06 8125.79 62.0676 2.64224e-07 0.0676753 893.4 0.0554507 -15.6588 7.28357 8.72316 13.5624 1.66818 28.7 1019.56 
285.6 981000 14116.5 1.02037e+06 8132 62.2102 2.62748e-07 0.0673373 893.932 0.0554248 -15.5878 7.28197 8.68768 13.5688 1.68244 28.7 1020.37 
285.7 981000 14087.8 1.02119e+06 8138.22 62.3534 2.61272e-07 0.066999 894.465 0.0553987 -15.5167 7.28037 8.65211 13.5751 1.69674 28.7 1021.19 
285.8 981000 14059.1 1.022e+06 8144.46 62.4971 2.59798e-07 0.0666606 894.998 0.0553727 -15.4456 7.27876 8.61647 13.5814 1.71107 28.7 1022 
285.9 981000 14030.4 1.02282e+06 8150.71 62.6414 2.58324e-07 0.066322 895.531 0.0553466 -15.3743 7.27716 8.58076 13.5878 1.72545 28.7 1022.82 
286 981000 14001.7 1.02363e+06 8156.97 62.7864 2.56852e-07 0.0659833 896.065 0.0553204 -15.3029 7.27556 8.54496 13.5942 1.73986 28.7 1023.63 
286.1 981000 13973 1.02445e+06 8163.25 62.9319 2.5538e-07 0.0656443 896.599 0.0552942 -15.2314 7.27395 8.50909 13.6006 1.75432 28.7 1024.45 
286.2 981000 13944.3 1.02526e+06 8169.54 63.078 2.53909e-07 0.0653051 897.133 0.0552679 -15.1599 7.27235 8.47313 13.6071 1.76882 28.7 1025.26 
286.3 981000 13915.6 1.02608e+06 8175.85 63.2247 2.52439e-07 0.0649658 897.668 0.0552416 -15.0882 7.27074 8.4371 13.6135 1.78335 28.7 1026.08 
286.4 981000 13886.9 1.0269e+06 8182.17 63.372 2.50971e-07 0.0646263 898.203 0.0552152 -15.0164 7.26914 8.40098 13.62 1.79793 28.7 1026.9 
286.5 981000 13858.2 1.02772e+06 8188.51 63.5199 2.49503e-07 0.0642866 898.738 0.0551887 -14.9446 7.26753 8.36479 13.6265 1.81254 28.7 1027.72 
286.6 981000 13829.5 1.02854e+06 8194.86 63.6684 2.48036e-07 0.0639467 899.273 0.0551622 -14.8726 7.26592 8.32852 13.633 1.8272 28.7 1028.54 
286.7 981000 13800.8 1.02936e+06 8201.23 63.8176 2.4657e-07 0.0636066 899.809 0.0551357 -14.8006 7.26432 8.29216 13.6395 1.8419 28.7 1029.36 
286.8 981000 13772.1 1.03018e+06 8207.61 63.9673 2.45105e-07 0.0632663 900.345 0.0551091 -14.7284 7.26271 8.25572 13.6461 1.85663 28.7 1030.18 
286.9 981000 13743.4 1.031e+06 8214.01 64.1177 2.43641e-07 0.0629258 900.881 0.0550824 -14.6562 7.2611 8.2192 13.6526 1.87141 28.7 1031 
287 981000 13714.7 1.03182e+06 8220.42 64.2686 2.42177e-07 0.0625852 901.418 0.0550557 -14.5838 7.25949 8.1826 13.6592 1.88623 28.7 1031.82 
287.1 981000 13686 1.03264e+06 8226.85 64.4203 2.40715e-07 0.0622443 901.955 0.0550289 -14.5114 7.25788 8.14592 13.6658 1.9011 28.7 1032.64 
287.2 981000 13657.3 1.03347e+06 8233.29 64.5725 2.39254e-07 0.0619033 902.492 0.0550021 -14.4389 7.25626 8.10915 13.6725 1.916 28.7 1033.47 
287.3 981000 13628.6 1.03429e+06 8239.75 64.7254 2.37793e-07 0.0615621 903.029 0.0549752 -14.3662 7.25465 8.07229 13.6791 1.93095 28.7 1034.29 
287.4 981000 13599.9 1.03511e+06 8246.22 64.8789 2.36334e-07 0.0612206 903.567 0.0549483 -14.2935 7.25304 8.03536 13.6858 1.94594 28.7 1035.11 
287.5 981000 13571.2 1.03594e+06 8252.71 65.0331 2.34875e-07 0.060879 904.105 0.0549213 -14.2206 7.25142 7.99833 13.6925 1.96097 28.7 1035.94 
287.6 981000 13542.5 1.03676e+06 8259.21 65.1879 2.33417e-07 0.0605372 904.644 0.0548942 -14.1477 7.24981 7.96122 13.6992 1.97604 28.7 1036.76 
287.7 981000 13513.8 1.03759e+06 8265.73 65.3433 2.3196e-07 0.0601952 905.182 0.0548671 -14.0746 7.24819 7.92403 13.7059 1.99116 28.7 1037.59 
287.8 981000 13485.1 1.03842e+06 8272.26 65.4994 2.30505e-07 0.059853 905.721 0.05484 -14.0015 7.24658 7.88675 13.7127 2.00632 28.7 1038.42 
287.9 981000 13456.4 1.03924e+06 8278.81 65.6562 2.2905e-07 0.0595106 906.261 0.0548127 -13.9282 7.24496 7.84938 13.7194 2.02152 28.7 1039.24 
288 981000 13427.7 1.04007e+06 8285.38 65.8137 2.27595e-07 0.059168 906.8 0.0547855 -13.8549 7.24334 7.81193 13.7262 2.03677 28.7 1040.07 
288.1 981000 13399 1.0409e+06 8291.96 65.9718 2.26142e-07 0.0588253 907.34 0.0547581 -13.7814 7.24173 7.77439 13.7331 2.05206 28.7 1040.9 
288.2 981000 13370.3 1.04173e+06 8298.56 66.1306 2.2469e-07 0.0584823 907.88 0.0547307 -13.7078 7.24011 7.73675 13.7399 2.06739 28.7 1041.73 
288.3 981000 13341.6 1.04256e+06 8305.17 66.29 2.23239e-07 0.0581391 908.421 0.0547033 -13.6342 7.23849 7.69904 13.7467 2.08277 28.7 1042.56 
288.4 981000 13312.9 1.04339e+06 8311.8 66.4502 2.21788e-07 0.0577957 908.962 0.0546758 -13.5604 7.23687 7.66123 13.7536 2.09819 28.7 1043.39 
288.5 981000 13284.2 1.04422e+06 8318.44 66.611 2.20338e-07 0.0574522 909.503 0.0546482 -13.4865 7.23524 7.62333 13.7605 2.11366 28.7 1044.22 
288.6 981000 13255.5 1.04506e+06 8325.1 66.7725 2.1889e-07 0.0571084 910.044 0.0546206 -13.4125 7.23362 7.58534 13.7674 2.12917 28.7 1045.06 
288.7 981000 13226.8 1.04589e+06 8331.78 66.9347 2.17442e-07 0.0567645 910.586 0.0545929 -13.3384 7.232 7.54726 13.7744 2.14473 28.7 1045.89 
288.8 981000 13198.1 1.04672e+06 8338.48 67.0976 2.15995e-07 0.0564203 911.128 0.0545652 -13.2642 7.23038 7.50909 13.7814 2.16033 28.7 1046.72 
288.9 981000 13169.4 1.04756e+06 8345.19 67.2612 2.14549e-07 0.0560759 911.671 0.0545374 -13.1899 7.22875 7.47082 13.7883 2.17598 28.7 1047.56 
289 981000 13140.7 1.04839e+06 8351.91 67.4255 2.13104e-07 0.0557314 912.214 0.0545096 -13.1155 7.22713 7.43247 13.7953 2.19167 28.7 1048.39 
289.1 981000 13112 1.04923e+06 8358.65 67.5906 2.1166e-07 0.0553866 912.757 0.0544816 -13.041 7.2255 7.39402 13.8024 2.20741 28.7 1049.23 
289.2 981000 13083.3 1.05006e+06 8365.41 67.7563 2.10216e-07 0.0550417 913.3 0.0544537 -12.9663 7.22387 7.35548 13.8094 2.2232 28.7 1050.06 
289.3 981000 13054.6 1.0509e+06 8372.19 67.9228 2.08774e-07 0.0546965 913.844 0.0544257 -12.8916 7.22225 7.31684 13.8165 2.23903 28.7 1050.9 
289.4 981000 13025.9 1.05174e+06 8378.98 68.09 2.07332e-07 0.0543511 914.388 0.0543976 -12.8167 7.22062 7.27811 13.8236 2.25491 28.7 1051.74 
289.5 981000 12997.2 1.05258e+06 8385.79 68.2579 2.05891e-07 0.0540056 914.932 0.0543694 -12.7417 7.21899 7.23928 13.8307 2.27083 28.7 1052.58 
289.6 981000 12968.5 1.05341e+06 8392.62 68.4266 2.04451e-07 0.0536598 915.477 0.0543412 -12.6667 7.21736 7.20036 13.8379 2.2868 28.7 1053.41 
289.7 981000 12939.8 1.05425e+06 8399.46 68.596 2.03012e-07 0.0533138 916.022 0.054313 -12.5915 7.21573 7.16135 13.845 2.30282 28.7 1054.25 
289.8 981000 12911.1 1.05509e+06 8406.32 68.7662 2.01574e-07 0.0529676 916.567 0.0542847 -12.5162 7.2141 7.12223 13.8522 2.31889 28.7 1055.09 
289.9 981000 12882.4 1.05594e+06 8413.19 68.9371 2.00137e-07 0.0526213 917.113 0.0542563 -12.4408 7.21246 7.08302 13.8594 2.335 28.7 1055.94 
290 981000 12853.7 1.05678e+06 8420.09 69.1088 1.987e-07 0.0522747 917.658 0.0542278 -12.3652 7.21083 7.04371 13.8666 2.35117 28.7 1056.78 
290.1 981000 12825 1.05762e+06 8427 69.2812 1.97265e-07 0.0519279 918.205 0.0541994 -12.2896 7.2092 7.0043 13.8739 2.36738 28.7 1057.62 
290.2 981000 12796.3 1.05846e+06 8433.93 69.4544 1.9583e-07 0.0515809 918.751 0.0541708 -12.2138 7.20756 6.9648 13.8812 2.38364 28.7 1058.46 
290.3 981000 12767.6 1.05931e+06 8440.87 69.6284 1.94396e-07 0.0512337 919.298 0.0541422 -12.138 7.20593 6.92519 13.8885 2.39995 28.7 1059.31 
290.4 981000 12738.9 1.06015e+06 8447.84 69.8031 1.92963e-07 0.0508863 919.845 0.0541135 -12.062 7.20429 6.88549 13.8958 2.41631 28.7 1060.15 
